Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count
Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia stellata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,30
Animalia,Chordata,Lepidosauria,Squamata,Gekkonidae,Gekko japonicus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,154
Animalia,Chordata,Aves,Cuculiformes,Neomorphidae,Geococcyx californianus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,58
Animalia,Chordata,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,1115
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas platifrons,Complete,Dfam,,Curated Dfam,Dfam,101
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa tippelskirchi,Complete,Dfam,,Curated Dfam,Dfam,38
Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Glareola pratincola,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,76
Animalia,Chordata,Mammalia,No trobat,No trobat,Glires,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glis glis,Complete,Dfam,,Curated Dfam,Dfam,48
Animalia,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Globodera pallida,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,25
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Gnatocerus cornutus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,55
Animalia,Arthropoda,Insecta,Hymenoptera,Dryinidae,Gonatopus flavifemur,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,170
Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla gorilla,Complete,Dfam,,Release 1.2,Dfam,59
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus murinus,Complete,Dfam,,Curated Dfam,Dfam,39
Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus americana,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,52
Animalia,Chordata,Actinopteri,Osteoglossiformes,Gymnarchidae,Gymnarchus niloticus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,169
Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus leadbeateri,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,91
Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax reevesii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,472
Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus contortus,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon senegalensis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,100
Animalia,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,Halicephalobus mephisto,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,10
Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis rubra,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,350
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha halys,Complete,Dfam,,Curated Dfam,Dfam,432
Animalia,Chordata,Mammalia,Primates,No trobat,Haplorrhini,Complete,Dfam,,Dfam no especie,Dfam,53
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe impar,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,259
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconiini,Complete,Dfam,,Dfam no especie,Dfam,71
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius erato demophoon,Complete,Dfam,,Release 1.2,Dfam,22
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,Complete,Dfam,,Dfam no especie,Dfam,22
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius melpomene melpomene,Complete,Dfam,,Release 1.2,Dfam,22
Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides bakeri,Complete,Dfam,,Curated Dfam,Dfam,681
Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides polygyrus polygyrus,Complete,Dfam,,Release 1.2,Dfam,648
Animalia,Chordata,Aves,Gruiformes,Heliornithidae,Heliornis fulica,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,66
Animalia,Chordata,Lepidosauria,Squamata,Helodermatidae,Heloderma charlesbogerti,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,175
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Helogale parvula,Complete,Dfam,,Curated Dfam,Dfam,22
Animalia,Chordata,Actinopteri,Anabantiformes,Helostomatidae,Helostoma temminkii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,140
Animalia,Chordata,Aves,Apodiformes,Apodidae,Hemiprocne comata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,146
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus hylocrius,Complete,Dfam,,Curated Dfam,Dfam,38
Animalia,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Heterobilharzia americana,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,271
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus glaber,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,321
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Heterohyrax brucei,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Chordata,Aves,Trichoptera,Recurvirostridae,Himantopus himantopus leucocephalus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,49
Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus hippoglossus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,95
Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus amphibius,Complete,Dfam,,Curated Dfam,Dfam,55
Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros armiger,Complete,Dfam,,Curated Dfam,Dfam,44
Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros galeritus,Complete,Dfam,,Curated Dfam,Dfam,45
Animalia,Echinodermata,Holothuroidea,Passeriformes,Holothuriidae,Holothuria scabra,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,331
Animalia,Chordata,Mammalia,Primates,Hominidae,Hominidae,Complete,Dfam,,Dfam no especie,Dfam,59
Animalia,Chordata,Mammalia,Primates,Hominidae,Homininae,Complete,Dfam,,Dfam no especie,Dfam,1173
Animalia,Chordata,Mammalia,Primates,No trobat,Hominoidea,Complete,Dfam,,Dfam no especie,Dfam,59
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Complete,Dfam,,Curated Dfam,Dfam,11
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena hyaena,Complete,Dfam,,Curated Dfam,Dfam,26
Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia symbiolongicarpus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,222
Animalia,Chordata,Mammalia,Rodentia,Hydrochaeridae,Hydrochoerus hydrochaeris,Complete,Dfam,,Curated Dfam,Dfam,31
Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Hypocryptadius cinnamomeus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,91
Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix cristata,Complete,Dfam,,Curated Dfam,Dfam,29
Animalia,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus punctatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,108
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys tridecemlineatus,Complete,Dfam,,,Dfam,44
Animalia,Chordata,Aves,Piciformes,Indicatoridae,Indicator indicator,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,93
Animalia,Chordata,Aves,Piciformes,Indicatoridae,Indicator maculatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,90
Animalia,Chordata,Mammalia,Primates,Indriidae,Indri indri,Complete,Dfam,,Curated Dfam,Dfam,25
Animalia,Chordata,Mammalia,Artiodactyla,Iniidae,Inia geoffrensis,Complete,Dfam,,Curated Dfam,Dfam,29
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura elegans,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,345
Animalia,Chordata,Actinopteri,Istiophoriformes,Istiophoridae,Istiophorus platypterus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,67
Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus jaculus,Complete,Dfam,,Curated Dfam,Dfam,32
Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,Kogia breviceps,Complete,Dfam,,Curated Dfam,Dfam,27
Animalia,Chordata,Actinopteri,Labriformes,Labridae,Labrus bergylta,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,54
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama guanicoe,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,272
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus borealis,Complete,Dfam,,Curated Dfam,Dfam,121
Animalia,Chordata,Actinopteri,Acropomatiformes,Lateolabracidae,Lateolabrax maculatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,39
Animalia,Chordata,Actinopteri,Not order identified Actinopteri,Centropomidae,Lates calcarifer,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,33
Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur catta,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma basale,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,210
Animalia,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Lepidurus packardi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,90
Animalia,Chordata,Actinopteri,Semionotiformes,Lepisosteidae,Lepisosteus oculatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,54
Animalia,Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Lepomis macrochirus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,346
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes weddellii,Complete,Dfam,,Curated Dfam,Dfam,13
Animalia,Arthropoda,Insecta,Hymenoptera,Figitidae,Leptopilina boulardi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,101
Animalia,Chordata,Aves,Coraciiformes,Leptosomidae,Leptosomus discolor,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,71
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus americanus,Complete,Dfam,,Curated Dfam,Dfam,33
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerema accius,Complete,Dfam,,Curated Dfam,Dfam,3
Animalia,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lethenteron camtschaticum,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,306
Animalia,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lethenteron reissneri,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,262
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna fortunei,Complete,Dfam,,Curated Dfam,Dfam,10
Animalia,Arthropoda,Merostomata,Xiphosura,Limulidae,Limulus polyphemus,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Artiodactyla,Lipotidae,Lipotes vexillifer,Complete,Dfam,,Curated Dfam,Dfam,23
Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella ochotensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,81
Animalia,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius piscatorius,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,125
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,Complete,Dfam,,Release 1.2,Dfam,566
Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon pictus,Complete,Dfam,,Curated Dfam,Dfam,21
Animalia,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Lytechinus pictus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,385
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,Complete,Dfam,,Release 1.2,Dfam,56
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,Complete,Dfam,,Release 1.2,Dfam,56
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca nemestrina,Complete,Dfam,,Release 1.2,Dfam,56
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Macroglossus sobrinus,Complete,Dfam,,Curated Dfam,Dfam,37
Animalia,Chordata,Mammalia,No Orden No trobat,No Familia Metazoa;Chordata;Mammalia;No trobat;No trobat;mammalia,Mammalia,Complete,Dfam,Repbase,No especie Repbase,Dfam,54
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus leucophaeus,Complete,Dfam,,Curated Dfam,Dfam,14
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Complete,Dfam,,Curated Dfam,Dfam,2
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis javanica,Complete,Dfam,,Curated Dfam,Dfam,30
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis pentadactyla,Complete,Dfam,,Curated Dfam,Dfam,31
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota marmota,Complete,Dfam,,Release 1.2,Dfam,711
Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma lyra,Complete,Dfam,,Curated Dfam,Dfam,98
Animalia,Chordata,Actinopteri,Characiformes,Anostomidae,Megaleporinus macrocephalus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,207
Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Megalonaias nervosa,Complete,Dfam,,Curated Dfam,Dfam,68
Animalia,Chordata,Actinopteri,Elopiformes,Megalopidae,Megalops atlanticus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,156
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora capensis,Complete,Dfam,,Curated Dfam,Dfam,31
Animalia,Nematoda,Chromadorea,Rhabditida,Meloidogynidae,Meloidogyne luci,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,42
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria mercenaria,Complete,Dfam,,Curated Dfam,Dfam,64
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones unguiculatus,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Arthropoda,Collembola,Poduromorpha,Tullbergiidae,Mesaphorura yosii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,1
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Mesembrinibis cayennensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64
Animalia,Chordata,Aves,Mesitornithiformes,Mesitornithidae,Mesitornis unicolor,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,35
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus auratus,Complete,Dfam,,Curated Dfam,Dfam,74
Animalia,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon bidens,Complete,Dfam,,Curated Dfam,Dfam,20
Animalia,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire vulgaris,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,434
Animalia,Chordata,Mammalia,No trobat,No trobat,Metatheria,Complete,Dfam,,Dfam no especie,Dfam,43
Animalia,No Filo No trobat,No Clase No trobat,No Orden No trobat,No Familia Metazoa;No trobat;No trobat;No trobat;No trobat;metazoa,Metazoa,Complete,Dfam,Repbase,No especie Repbase,Dfam,1
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,Complete,Dfam,,Curated Dfam,Dfam,38
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Micronycteris hirsuta,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus ochrogaster,Complete,Dfam,,Curated Dfam,Dfam,55
Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus natalensis,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus schreibersii,Complete,Dfam,,Curated Dfam,Dfam,62
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga angustirostris,Complete,Dfam,,Curated Dfam,Dfam,17
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza coquereli,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten yessoensis,Complete,Dfam,,Curated Dfam,Dfam,33
Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Mnemiopsis leidyi,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus philippinarum,Complete,Dfam,,Curated Dfam,Dfam,38
Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Molossus molossus,Complete,Dfam,,Curated Dfam,Dfam,41
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis domestica,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,155
Animalia,Chordata,Mammalia,Artiodactyla,Monodontidae,Monodon monoceros,Complete,Dfam,,Curated Dfam,Dfam,12
Animalia,Chordata,Actinopteri,Synbranchiformes,Synbranchidae,Monopterus albus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,93
Animalia,Chordata,Mammalia,Monotremata,No trobat,Monotremata,Complete,Dfam,,Dfam no especie,Dfam,125
Animalia,Cnidaria,Cubozoa,Carybdeida,Carukiidae,Morbakka virulenta,Complete,Dfam,,Curated Dfam,Dfam,2
Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Mormoops blainvillei,Complete,Dfam,,Curated Dfam,Dfam,40
Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus moschiferus,Complete,Dfam,,Curated Dfam,Dfam,25
Animalia,Chordata,Actinopteri,Mugiliformes,Mugilidae,Mugil cephalus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,103
Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Mugilogobius chulae,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,304
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Mungos mungo,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Chordata,Mammalia,Rodentia,Muridae,Muridae,Complete,Dfam,Repbase,No especie Repbase,Dfam,44
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina aurata feae,Complete,Dfam,,Curated Dfam,Dfam,193
Animalia,Chordata,Mammalia,Rodentia,Muridae,Murinae,Complete,Dfam,Repbase,No especie Repbase,Dfam,44
Animalia,Chordata,Mammalia,Rodentia,,Muroidea,Complete,Dfam,,,Dfam,44
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus avellanarius,Complete,Dfam,,Curated Dfam,Dfam,43
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus caroli,Complete,Dfam,,Curated Dfam,Dfam,31
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus musculus,Complete,Dfam,,Curated Dfam,Dfam,27
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus pahari,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus spretus,Complete,Dfam,,Curated Dfam,Dfam,29
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor coypus,Complete,Dfam,,Curated Dfam,Dfam,36
Animalia,Chordata,Mammalia,Rodentia,No trobat,Myomorpha,Complete,Dfam,,Dfam no especie,Dfam,682
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis brandtii,Complete,Dfam,,Curated Dfam,Dfam,140
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis davidii,Complete,Dfam,,Release 1.2,Dfam,612
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis lucifugus,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis myotis,Complete,Dfam,,Curated Dfam,Dfam,54
Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis murdjan,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,307
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga tridactyla,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus coruscus,Complete,Dfam,,Curated Dfam,Dfam,21
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus edulis,Complete,Dfam,,Curated Dfam,Dfam,141
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus galloprovincialis,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Nannospalax galili,Complete,Dfam,,Curated Dfam,Dfam,49
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis larvatus,Complete,Dfam,,Curated Dfam,Dfam,10
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus schauinslandi,Complete,Dfam,,Curated Dfam,Dfam,13
Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Neophocaena asiaeorientalis,Complete,Dfam,,Curated Dfam,Dfam,21
Animalia,Chordata,Mammalia,Not order identified Mamalia,Tenrecidae,Nesogale talazaci,Complete,Dfam,,Curated Dfam,Dfam,79
Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Nippostrongylus brasiliensis,Complete,Dfam,,Curated Dfam,Dfam,3
Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio leporinus,Complete,Dfam,,Curated Dfam,Dfam,31
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus leucogenys,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus julius,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,36
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta ornata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,33
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta pentlandii,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,32
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta perdicaria,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,25
Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus coucang,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona princeps,Complete,Dfam,,Curated Dfam,Dfam,33
Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon degus,Complete,Dfam,,Curated Dfam,Dfam,43
Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus bimaculoides,Complete,Dfam,,Curated Dfam,Dfam,2
Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus vulgaris,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus rosmarus,Complete,Dfam,,Curated Dfam,Dfam,8
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,Complete,Dfam,,Curated Dfam,Dfam,28
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia johnstoni,Complete,Dfam,,Curated Dfam,Dfam,39
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra zibethicus,Complete,Dfam,,Curated Dfam,Dfam,55
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys torridus,Complete,Dfam,,Curated Dfam,Dfam,83
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera brumata,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Aves,Opisthocomiformes,Opisthocomidae,Opisthocomus hoazin,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,29
Animalia,Chordata,Actinopteri,Centrarchiformes,Oplegnathidae,Oplegnathus fasciatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,57
Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus orca,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Orientallactaga bullata,Complete,Dfam,,Curated Dfam,Dfam,56
Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus anatinus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,115
Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus afer afer,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,130
Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus afer,Complete,Dfam,,Release 1.2,Dfam,637
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,143
Animalia,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias latipes,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,171
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea lurida,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur garnettii,Complete,Dfam,,Curated Dfam,Dfam,46
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis aries,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis canadensis,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan paniscus,Complete,Dfam,,Release 1.2,Dfam,59
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera onca,Complete,Dfam,,Curated Dfam,Dfam,21
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera pardus,Complete,Dfam,,Curated Dfam,Dfam,19
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera tigris,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pantholops hodgsonii,Complete,Dfam,,Curated Dfam,Dfam,34
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan troglodytes,Complete,Dfam,,Release 1.2,Dfam,59
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio glaucus,Complete,Dfam,,Curated Dfam,Dfam,1
